config,target,metric,value
weighted+remat+spectral,fixture:int128-aarch64,run_min_s,0.000695
eregalloc-c0,fixture:int128-aarch64,compile_s,6.326
eregalloc-c0,fixture:int128-aarch64,obj_bytes,104184
eregalloc-c0,fixture:int128-aarch64,text_bytes,89969
eregalloc-c0,fixture:int128-aarch64,insns,21957
eregalloc-c0,fixture:int128-aarch64,ldr_sp,4284
eregalloc-c0,fixture:int128-aarch64,str_sp,4546
eregalloc-c0,fixture:int128-aarch64,ldp_sp,0
eregalloc-c0,fixture:int128-aarch64,stp_sp,0
eregalloc-c0,fixture:int128-aarch64,mov_imm,4231
eregalloc-c0,fixture:int128-aarch64,objects,1
eregalloc-c0,fixture:int128-aarch64,correct,1
eregalloc-c0,fixture:int128-aarch64,run_median_s,0.00102
eregalloc-c0,fixture:int128-aarch64,run_min_s,0.000683
eregalloc-c0+spectral,fixture:int128-aarch64,compile_s,6.313
eregalloc-c0+spectral,fixture:int128-aarch64,obj_bytes,104168
eregalloc-c0+spectral,fixture:int128-aarch64,text_bytes,89953
eregalloc-c0+spectral,fixture:int128-aarch64,insns,21953
eregalloc-c0+spectral,fixture:int128-aarch64,ldr_sp,4282
eregalloc-c0+spectral,fixture:int128-aarch64,str_sp,4543
eregalloc-c0+spectral,fixture:int128-aarch64,ldp_sp,0
eregalloc-c0+spectral,fixture:int128-aarch64,stp_sp,0
eregalloc-c0+spectral,fixture:int128-aarch64,mov_imm,4232
eregalloc-c0+spectral,fixture:int128-aarch64,objects,1
eregalloc-c0+spectral,fixture:int128-aarch64,correct,1
eregalloc-c0+spectral,fixture:int128-aarch64,run_median_s,0.000875
eregalloc-c0+spectral,fixture:int128-aarch64,run_min_s,0.000561
eregalloc-c2,fixture:int128-aarch64,compile_s,9.948
eregalloc-c2,fixture:int128-aarch64,obj_bytes,104152
eregalloc-c2,fixture:int128-aarch64,text_bytes,89937
eregalloc-c2,fixture:int128-aarch64,insns,21949
eregalloc-c2,fixture:int128-aarch64,ldr_sp,4258
eregalloc-c2,fixture:int128-aarch64,str_sp,4537
eregalloc-c2,fixture:int128-aarch64,ldp_sp,0
eregalloc-c2,fixture:int128-aarch64,stp_sp,0
eregalloc-c2,fixture:int128-aarch64,mov_imm,4263
eregalloc-c2,fixture:int128-aarch64,objects,1
eregalloc-c2,fixture:int128-aarch64,correct,1
eregalloc-c2,fixture:int128-aarch64,run_median_s,0.000926
eregalloc-c2,fixture:int128-aarch64,run_min_s,0.000639
eregalloc-c2+spectral,fixture:int128-aarch64,compile_s,9.946
eregalloc-c2+spectral,fixture:int128-aarch64,obj_bytes,104136
eregalloc-c2+spectral,fixture:int128-aarch64,text_bytes,89921
eregalloc-c2+spectral,fixture:int128-aarch64,insns,21945
eregalloc-c2+spectral,fixture:int128-aarch64,ldr_sp,4256
eregalloc-c2+spectral,fixture:int128-aarch64,str_sp,4534
eregalloc-c2+spectral,fixture:int128-aarch64,ldp_sp,0
eregalloc-c2+spectral,fixture:int128-aarch64,stp_sp,0
eregalloc-c2+spectral,fixture:int128-aarch64,mov_imm,4264
eregalloc-c2+spectral,fixture:int128-aarch64,objects,1
eregalloc-c2+spectral,fixture:int128-aarch64,correct,1
eregalloc-c2+spectral,fixture:int128-aarch64,run_median_s,0.000906
eregalloc-c2+spectral,fixture:int128-aarch64,run_min_s,0.000541
baseline,fixture:hashmap-aarch64,compile_s,8.322
baseline,fixture:hashmap-aarch64,obj_bytes,147512
baseline,fixture:hashmap-aarch64,text_bytes,132321
baseline,fixture:hashmap-aarch64,insns,32976
baseline,fixture:hashmap-aarch64,ldr_sp,6960
baseline,fixture:hashmap-aarch64,str_sp,6227
baseline,fixture:hashmap-aarch64,ldp_sp,0
baseline,fixture:hashmap-aarch64,stp_sp,0
baseline,fixture:hashmap-aarch64,mov_imm,6599
baseline,fixture:hashmap-aarch64,objects,1
baseline,fixture:hashmap-aarch64,correct,1
baseline,fixture:hashmap-aarch64,run_median_s,0.000939
baseline,fixture:hashmap-aarch64,run_min_s,0.000606
weighted,fixture:hashmap-aarch64,compile_s,8.394
weighted,fixture:hashmap-aarch64,obj_bytes,159376
weighted,fixture:hashmap-aarch64,text_bytes,144185
weighted,fixture:hashmap-aarch64,insns,35942
weighted,fixture:hashmap-aarch64,ldr_sp,8234
weighted,fixture:hashmap-aarch64,str_sp,7917
weighted,fixture:hashmap-aarch64,ldp_sp,0
weighted,fixture:hashmap-aarch64,stp_sp,0
weighted,fixture:hashmap-aarch64,mov_imm,6599
weighted,fixture:hashmap-aarch64,objects,1
weighted,fixture:hashmap-aarch64,correct,1
weighted,fixture:hashmap-aarch64,run_median_s,0.00113
weighted,fixture:hashmap-aarch64,run_min_s,0.000793
weighted+remat,fixture:hashmap-aarch64,compile_s,8.435
weighted+remat,fixture:hashmap-aarch64,obj_bytes,174152
weighted+remat,fixture:hashmap-aarch64,text_bytes,158965
weighted+remat,fixture:hashmap-aarch64,insns,39637
weighted+remat,fixture:hashmap-aarch64,ldr_sp,7239
weighted+remat,fixture:hashmap-aarch64,str_sp,9687
weighted+remat,fixture:hashmap-aarch64,ldp_sp,0
weighted+remat,fixture:hashmap-aarch64,stp_sp,0
weighted+remat,fixture:hashmap-aarch64,mov_imm,9517
weighted+remat,fixture:hashmap-aarch64,objects,1
weighted+remat,fixture:hashmap-aarch64,correct,1
weighted+remat,fixture:hashmap-aarch64,run_median_s,0.001082
weighted+remat,fixture:hashmap-aarch64,run_min_s,0.000791
weighted+remat+spectral,fixture:hashmap-aarch64,compile_s,8.469
weighted+remat+spectral,fixture:hashmap-aarch64,obj_bytes,173240
weighted+remat+spectral,fixture:hashmap-aarch64,text_bytes,158049
weighted+remat+spectral,fixture:hashmap-aarch64,insns,39408
weighted+remat+spectral,fixture:hashmap-aarch64,ldr_sp,7182
weighted+remat+spectral,fixture:hashmap-aarch64,str_sp,9554
weighted+remat+spectral,fixture:hashmap-aarch64,ldp_sp,0
weighted+remat+spectral,fixture:hashmap-aarch64,stp_sp,0
weighted+remat+spectral,fixture:hashmap-aarch64,mov_imm,9478
weighted+remat+spectral,fixture:hashmap-aarch64,objects,1
weighted+remat+spectral,fixture:hashmap-aarch64,correct,1
weighted+remat+spectral,fixture:hashmap-aarch64,run_median_s,0.001045
weighted+remat+spectral,fixture:hashmap-aarch64,run_min_s,0.000769
eregalloc-c0,fixture:hashmap-aarch64,compile_s,9.245
eregalloc-c0,fixture:hashmap-aarch64,obj_bytes,147632
eregalloc-c0,fixture:hashmap-aarch64,text_bytes,132441
eregalloc-c0,fixture:hashmap-aarch64,insns,33006
eregalloc-c0,fixture:hashmap-aarch64,ldr_sp,6640
eregalloc-c0,fixture:hashmap-aarch64,str_sp,6355
eregalloc-c0,fixture:hashmap-aarch64,ldp_sp,0
eregalloc-c0,fixture:hashmap-aarch64,stp_sp,0
eregalloc-c0,fixture:hashmap-aarch64,mov_imm,6817
eregalloc-c0,fixture:hashmap-aarch64,objects,1
eregalloc-c0,fixture:hashmap-aarch64,correct,1
eregalloc-c0,fixture:hashmap-aarch64,run_median_s,0.001036
eregalloc-c0,fixture:hashmap-aarch64,run_min_s,0.000738
eregalloc-c0+spectral,fixture:hashmap-aarch64,compile_s,9.258
eregalloc-c0+spectral,fixture:hashmap-aarch64,obj_bytes,147616
eregalloc-c0+spectral,fixture:hashmap-aarch64,text_bytes,132429
eregalloc-c0+spectral,fixture:hashmap-aarch64,insns,33003
eregalloc-c0+spectral,fixture:hashmap-aarch64,ldr_sp,6631
eregalloc-c0+spectral,fixture:hashmap-aarch64,str_sp,6349
eregalloc-c0+spectral,fixture:hashmap-aarch64,ldp_sp,0
eregalloc-c0+spectral,fixture:hashmap-aarch64,stp_sp,0
eregalloc-c0+spectral,fixture:hashmap-aarch64,mov_imm,6829
eregalloc-c0+spectral,fixture:hashmap-aarch64,objects,1
eregalloc-c0+spectral,fixture:hashmap-aarch64,correct,1
eregalloc-c0+spectral,fixture:hashmap-aarch64,run_median_s,0.001088
eregalloc-c0+spectral,fixture:hashmap-aarch64,run_min_s,0.000789
eregalloc-c2,fixture:hashmap-aarch64,compile_s,16.814
eregalloc-c2,fixture:hashmap-aarch64,obj_bytes,147536
eregalloc-c2,fixture:hashmap-aarch64,text_bytes,132345
eregalloc-c2,fixture:hashmap-aarch64,insns,32982
eregalloc-c2,fixture:hashmap-aarch64,ldr_sp,6633
eregalloc-c2,fixture:hashmap-aarch64,str_sp,6348
eregalloc-c2,fixture:hashmap-aarch64,ldp_sp,0
eregalloc-c2,fixture:hashmap-aarch64,stp_sp,0
eregalloc-c2,fixture:hashmap-aarch64,mov_imm,6811
eregalloc-c2,fixture:hashmap-aarch64,objects,1
eregalloc-c2,fixture:hashmap-aarch64,correct,1
eregalloc-c2,fixture:hashmap-aarch64,run_median_s,0.000874
eregalloc-c2,fixture:hashmap-aarch64,run_min_s,0.000695
eregalloc-c2+spectral,fixture:hashmap-aarch64,compile_s,16.846
eregalloc-c2+spectral,fixture:hashmap-aarch64,obj_bytes,147520
eregalloc-c2+spectral,fixture:hashmap-aarch64,text_bytes,132333
eregalloc-c2+spectral,fixture:hashmap-aarch64,insns,32979
eregalloc-c2+spectral,fixture:hashmap-aarch64,ldr_sp,6624
eregalloc-c2+spectral,fixture:hashmap-aarch64,str_sp,6342
eregalloc-c2+spectral,fixture:hashmap-aarch64,ldp_sp,0
eregalloc-c2+spectral,fixture:hashmap-aarch64,stp_sp,0
eregalloc-c2+spectral,fixture:hashmap-aarch64,mov_imm,6823
eregalloc-c2+spectral,fixture:hashmap-aarch64,objects,1
eregalloc-c2+spectral,fixture:hashmap-aarch64,correct,1
eregalloc-c2+spectral,fixture:hashmap-aarch64,run_median_s,0.001057
eregalloc-c2+spectral,fixture:hashmap-aarch64,run_min_s,0.000734
baseline,fixture:itoa-aarch64,compile_s,1.318
baseline,fixture:itoa-aarch64,obj_bytes,22872
baseline,fixture:itoa-aarch64,text_bytes,19071
baseline,fixture:itoa-aarch64,insns,4653
baseline,fixture:itoa-aarch64,ldr_sp,1018
baseline,fixture:itoa-aarch64,str_sp,700
baseline,fixture:itoa-aarch64,ldp_sp,0
baseline,fixture:itoa-aarch64,stp_sp,0
baseline,fixture:itoa-aarch64,mov_imm,700
baseline,fixture:itoa-aarch64,objects,1
baseline,fixture:itoa-aarch64,correct,1
baseline,fixture:itoa-aarch64,run_median_s,0.000862
baseline,fixture:itoa-aarch64,run_min_s,0.000581
weighted,fixture:itoa-aarch64,compile_s,1.316
weighted,fixture:itoa-aarch64,obj_bytes,23080
weighted,fixture:itoa-aarch64,text_bytes,19279
weighted,fixture:itoa-aarch64,insns,4705
weighted,fixture:itoa-aarch64,ldr_sp,1038
weighted,fixture:itoa-aarch64,str_sp,732
weighted,fixture:itoa-aarch64,ldp_sp,0
weighted,fixture:itoa-aarch64,stp_sp,0
weighted,fixture:itoa-aarch64,mov_imm,700
weighted,fixture:itoa-aarch64,objects,1
weighted,fixture:itoa-aarch64,correct,1
weighted,fixture:itoa-aarch64,run_median_s,0.000902
weighted,fixture:itoa-aarch64,run_min_s,0.000592
weighted+remat,fixture:itoa-aarch64,compile_s,1.314
weighted+remat,fixture:itoa-aarch64,obj_bytes,23144
weighted+remat,fixture:itoa-aarch64,text_bytes,19339
weighted+remat,fixture:itoa-aarch64,insns,4720
weighted+remat,fixture:itoa-aarch64,ldr_sp,922
weighted+remat,fixture:itoa-aarch64,str_sp,740
weighted+remat,fixture:itoa-aarch64,ldp_sp,0
weighted+remat,fixture:itoa-aarch64,stp_sp,0
weighted+remat,fixture:itoa-aarch64,mov_imm,823
weighted+remat,fixture:itoa-aarch64,objects,1
weighted+remat,fixture:itoa-aarch64,correct,1
weighted+remat,fixture:itoa-aarch64,run_median_s,0.000682
weighted+remat,fixture:itoa-aarch64,run_min_s,0.000553
weighted+remat+spectral,fixture:itoa-aarch64,compile_s,1.319
weighted+remat+spectral,fixture:itoa-aarch64,obj_bytes,23144
weighted+remat+spectral,fixture:itoa-aarch64,text_bytes,19339
weighted+remat+spectral,fixture:itoa-aarch64,insns,4720
weighted+remat+spectral,fixture:itoa-aarch64,ldr_sp,922
weighted+remat+spectral,fixture:itoa-aarch64,str_sp,740
weighted+remat+spectral,fixture:itoa-aarch64,ldp_sp,0
weighted+remat+spectral,fixture:itoa-aarch64,stp_sp,0
weighted+remat+spectral,fixture:itoa-aarch64,mov_imm,823
weighted+remat+spectral,fixture:itoa-aarch64,objects,1
weighted+remat+spectral,fixture:itoa-aarch64,correct,1
weighted+remat+spectral,fixture:itoa-aarch64,run_median_s,0.000899
weighted+remat+spectral,fixture:itoa-aarch64,run_min_s,0.000568
eregalloc-c0,fixture:itoa-aarch64,compile_s,1.346
eregalloc-c0,fixture:itoa-aarch64,obj_bytes,22888
eregalloc-c0,fixture:itoa-aarch64,text_bytes,19083
eregalloc-c0,fixture:itoa-aarch64,insns,4656
eregalloc-c0,fixture:itoa-aarch64,ldr_sp,927
eregalloc-c0,fixture:itoa-aarch64,str_sp,694
eregalloc-c0,fixture:itoa-aarch64,ldp_sp,0
eregalloc-c0,fixture:itoa-aarch64,stp_sp,0
eregalloc-c0,fixture:itoa-aarch64,mov_imm,792
eregalloc-c0,fixture:itoa-aarch64,objects,1
eregalloc-c0,fixture:itoa-aarch64,correct,1
eregalloc-c0,fixture:itoa-aarch64,run_median_s,0.000903
eregalloc-c0,fixture:itoa-aarch64,run_min_s,0.00056
eregalloc-c0+spectral,fixture:itoa-aarch64,compile_s,1.365
eregalloc-c0+spectral,fixture:itoa-aarch64,obj_bytes,22888
eregalloc-c0+spectral,fixture:itoa-aarch64,text_bytes,19083
eregalloc-c0+spectral,fixture:itoa-aarch64,insns,4656
eregalloc-c0+spectral,fixture:itoa-aarch64,ldr_sp,927
eregalloc-c0+spectral,fixture:itoa-aarch64,str_sp,694
eregalloc-c0+spectral,fixture:itoa-aarch64,ldp_sp,0
eregalloc-c0+spectral,fixture:itoa-aarch64,stp_sp,0
eregalloc-c0+spectral,fixture:itoa-aarch64,mov_imm,792
eregalloc-c0+spectral,fixture:itoa-aarch64,objects,1
eregalloc-c0+spectral,fixture:itoa-aarch64,correct,1
eregalloc-c0+spectral,fixture:itoa-aarch64,run_median_s,0.000663
eregalloc-c0+spectral,fixture:itoa-aarch64,run_min_s,0.000566
eregalloc-c2,fixture:itoa-aarch64,compile_s,1.769
eregalloc-c2,fixture:itoa-aarch64,obj_bytes,22824
eregalloc-c2,fixture:itoa-aarch64,text_bytes,19019
eregalloc-c2,fixture:itoa-aarch64,insns,4640
eregalloc-c2,fixture:itoa-aarch64,ldr_sp,927
eregalloc-c2,fixture:itoa-aarch64,str_sp,694
eregalloc-c2,fixture:itoa-aarch64,ldp_sp,0
eregalloc-c2,fixture:itoa-aarch64,stp_sp,0
eregalloc-c2,fixture:itoa-aarch64,mov_imm,784
eregalloc-c2,fixture:itoa-aarch64,objects,1
eregalloc-c2,fixture:itoa-aarch64,correct,1
eregalloc-c2,fixture:itoa-aarch64,run_median_s,0.000866
eregalloc-c2,fixture:itoa-aarch64,run_min_s,0.000549
eregalloc-c2+spectral,fixture:itoa-aarch64,compile_s,1.794
eregalloc-c2+spectral,fixture:itoa-aarch64,obj_bytes,22824
eregalloc-c2+spectral,fixture:itoa-aarch64,text_bytes,19019
eregalloc-c2+spectral,fixture:itoa-aarch64,insns,4640
eregalloc-c2+spectral,fixture:itoa-aarch64,ldr_sp,927
eregalloc-c2+spectral,fixture:itoa-aarch64,str_sp,694
eregalloc-c2+spectral,fixture:itoa-aarch64,ldp_sp,0
eregalloc-c2+spectral,fixture:itoa-aarch64,stp_sp,0
eregalloc-c2+spectral,fixture:itoa-aarch64,mov_imm,784
eregalloc-c2+spectral,fixture:itoa-aarch64,objects,1
eregalloc-c2+spectral,fixture:itoa-aarch64,correct,1
eregalloc-c2+spectral,fixture:itoa-aarch64,run_median_s,0.000893
eregalloc-c2+spectral,fixture:itoa-aarch64,run_min_s,0.00055
baseline,fixture:oc-course,compile_s,0.169
baseline,fixture:oc-course,obj_bytes,1992
baseline,fixture:oc-course,text_bytes,559
baseline,fixture:oc-course,insns,137
baseline,fixture:oc-course,ldr_sp,25
baseline,fixture:oc-course,str_sp,22
baseline,fixture:oc-course,ldp_sp,0
baseline,fixture:oc-course,stp_sp,0
baseline,fixture:oc-course,mov_imm,14
baseline,fixture:oc-course,objects,1
baseline,fixture:oc-course,correct,1
baseline,fixture:oc-course,run_median_s,0.000702
baseline,fixture:oc-course,run_min_s,0.000573
weighted,fixture:oc-course,compile_s,0.151
weighted,fixture:oc-course,obj_bytes,2040
weighted,fixture:oc-course,text_bytes,603
weighted,fixture:oc-course,insns,148
weighted,fixture:oc-course,ldr_sp,30
weighted,fixture:oc-course,str_sp,28
weighted,fixture:oc-course,ldp_sp,0
weighted,fixture:oc-course,stp_sp,0
weighted,fixture:oc-course,mov_imm,14
weighted,fixture:oc-course,objects,1
weighted,fixture:oc-course,correct,1
weighted,fixture:oc-course,run_median_s,0.0009
weighted,fixture:oc-course,run_min_s,0.000564
weighted+remat,fixture:oc-course,compile_s,0.157
weighted+remat,fixture:oc-course,obj_bytes,2040
weighted+remat,fixture:oc-course,text_bytes,603
weighted+remat,fixture:oc-course,insns,148
weighted+remat,fixture:oc-course,ldr_sp,25
weighted+remat,fixture:oc-course,str_sp,28
weighted+remat,fixture:oc-course,ldp_sp,0
weighted+remat,fixture:oc-course,stp_sp,0
weighted+remat,fixture:oc-course,mov_imm,19
weighted+remat,fixture:oc-course,objects,1
weighted+remat,fixture:oc-course,correct,1
weighted+remat,fixture:oc-course,run_median_s,0.000885
weighted+remat,fixture:oc-course,run_min_s,0.000593
weighted+remat+spectral,fixture:oc-course,compile_s,0.166
weighted+remat+spectral,fixture:oc-course,obj_bytes,2040
weighted+remat+spectral,fixture:oc-course,text_bytes,607
weighted+remat+spectral,fixture:oc-course,insns,149
weighted+remat+spectral,fixture:oc-course,ldr_sp,26
weighted+remat+spectral,fixture:oc-course,str_sp,28
weighted+remat+spectral,fixture:oc-course,ldp_sp,0
weighted+remat+spectral,fixture:oc-course,stp_sp,0
weighted+remat+spectral,fixture:oc-course,mov_imm,19
weighted+remat+spectral,fixture:oc-course,objects,1
weighted+remat+spectral,fixture:oc-course,correct,1
weighted+remat+spectral,fixture:oc-course,run_median_s,0.000913
weighted+remat+spectral,fixture:oc-course,run_min_s,0.000604
eregalloc-c0,fixture:oc-course,compile_s,0.141
eregalloc-c0,fixture:oc-course,obj_bytes,2000
eregalloc-c0,fixture:oc-course,text_bytes,563
eregalloc-c0,fixture:oc-course,insns,138
eregalloc-c0,fixture:oc-course,ldr_sp,25
eregalloc-c0,fixture:oc-course,str_sp,23
eregalloc-c0,fixture:oc-course,ldp_sp,0
eregalloc-c0,fixture:oc-course,stp_sp,0
eregalloc-c0,fixture:oc-course,mov_imm,14
eregalloc-c0,fixture:oc-course,objects,1
eregalloc-c0,fixture:oc-course,correct,1
eregalloc-c0,fixture:oc-course,run_median_s,0.000888
eregalloc-c0,fixture:oc-course,run_min_s,0.000583
eregalloc-c0+spectral,fixture:oc-course,compile_s,0.168
eregalloc-c0+spectral,fixture:oc-course,obj_bytes,2000
eregalloc-c0+spectral,fixture:oc-course,text_bytes,563
eregalloc-c0+spectral,fixture:oc-course,insns,138
eregalloc-c0+spectral,fixture:oc-course,ldr_sp,25
eregalloc-c0+spectral,fixture:oc-course,str_sp,23
eregalloc-c0+spectral,fixture:oc-course,ldp_sp,0
eregalloc-c0+spectral,fixture:oc-course,stp_sp,0
eregalloc-c0+spectral,fixture:oc-course,mov_imm,14
eregalloc-c0+spectral,fixture:oc-course,objects,1
eregalloc-c0+spectral,fixture:oc-course,correct,1
eregalloc-c0+spectral,fixture:oc-course,run_median_s,0.000917
eregalloc-c0+spectral,fixture:oc-course,run_min_s,0.000597
eregalloc-c2,fixture:oc-course,compile_s,0.176
eregalloc-c2,fixture:oc-course,obj_bytes,2000
eregalloc-c2,fixture:oc-course,text_bytes,563
eregalloc-c2,fixture:oc-course,insns,138
eregalloc-c2,fixture:oc-course,ldr_sp,25
eregalloc-c2,fixture:oc-course,str_sp,23
eregalloc-c2,fixture:oc-course,ldp_sp,0
eregalloc-c2,fixture:oc-course,stp_sp,0
eregalloc-c2,fixture:oc-course,mov_imm,14
eregalloc-c2,fixture:oc-course,objects,1
eregalloc-c2,fixture:oc-course,correct,1
eregalloc-c2,fixture:oc-course,run_median_s,0.000913
eregalloc-c2,fixture:oc-course,run_min_s,0.000562
eregalloc-c2+spectral,fixture:oc-course,compile_s,0.17
eregalloc-c2+spectral,fixture:oc-course,obj_bytes,2000
eregalloc-c2+spectral,fixture:oc-course,text_bytes,563
eregalloc-c2+spectral,fixture:oc-course,insns,138
eregalloc-c2+spectral,fixture:oc-course,ldr_sp,25
eregalloc-c2+spectral,fixture:oc-course,str_sp,23
eregalloc-c2+spectral,fixture:oc-course,ldp_sp,0
eregalloc-c2+spectral,fixture:oc-course,stp_sp,0
eregalloc-c2+spectral,fixture:oc-course,mov_imm,14
eregalloc-c2+spectral,fixture:oc-course,objects,1
eregalloc-c2+spectral,fixture:oc-course,correct,1
eregalloc-c2+spectral,fixture:oc-course,run_median_s,0.000903
eregalloc-c2+spectral,fixture:oc-course,run_min_s,0.000596
baseline,fixture:stdin-aarch64,compile_s,8.256
baseline,fixture:stdin-aarch64,obj_bytes,52592
baseline,fixture:stdin-aarch64,text_bytes,45428
baseline,fixture:stdin-aarch64,insns,11192
baseline,fixture:stdin-aarch64,ldr_sp,1981
baseline,fixture:stdin-aarch64,str_sp,1785
baseline,fixture:stdin-aarch64,ldp_sp,0
baseline,fixture:stdin-aarch64,stp_sp,0
baseline,fixture:stdin-aarch64,mov_imm,2623
baseline,fixture:stdin-aarch64,objects,1
baseline,fixture:stdin-aarch64,correct,1
baseline,fixture:stdin-aarch64,run_median_s,0.000971
baseline,fixture:stdin-aarch64,run_min_s,0.000608
weighted,fixture:stdin-aarch64,compile_s,8.307
weighted,fixture:stdin-aarch64,obj_bytes,62984
weighted,fixture:stdin-aarch64,text_bytes,55820
weighted,fixture:stdin-aarch64,insns,13790
weighted,fixture:stdin-aarch64,ldr_sp,3207
weighted,fixture:stdin-aarch64,str_sp,3155
weighted,fixture:stdin-aarch64,ldp_sp,0
weighted,fixture:stdin-aarch64,stp_sp,0
weighted,fixture:stdin-aarch64,mov_imm,2623
weighted,fixture:stdin-aarch64,objects,1
weighted,fixture:stdin-aarch64,correct,1
weighted,fixture:stdin-aarch64,run_median_s,0.00095
weighted,fixture:stdin-aarch64,run_min_s,0.000618
weighted+remat,fixture:stdin-aarch64,compile_s,8.299
weighted+remat,fixture:stdin-aarch64,obj_bytes,65168
weighted+remat,fixture:stdin-aarch64,text_bytes,58004
weighted+remat,fixture:stdin-aarch64,insns,14336
weighted+remat,fixture:stdin-aarch64,ldr_sp,2806
weighted+remat,fixture:stdin-aarch64,str_sp,3394
weighted+remat,fixture:stdin-aarch64,ldp_sp,0
weighted+remat,fixture:stdin-aarch64,stp_sp,0
weighted+remat,fixture:stdin-aarch64,mov_imm,3329
weighted+remat,fixture:stdin-aarch64,objects,1
weighted+remat,fixture:stdin-aarch64,correct,1
weighted+remat,fixture:stdin-aarch64,run_median_s,0.000885
weighted+remat,fixture:stdin-aarch64,run_min_s,0.000611
weighted+remat+spectral,fixture:stdin-aarch64,compile_s,8.331
weighted+remat+spectral,fixture:stdin-aarch64,obj_bytes,66224
weighted+remat+spectral,fixture:stdin-aarch64,text_bytes,59064
weighted+remat+spectral,fixture:stdin-aarch64,insns,14601
weighted+remat+spectral,fixture:stdin-aarch64,ldr_sp,2959
weighted+remat+spectral,fixture:stdin-aarch64,str_sp,3501
weighted+remat+spectral,fixture:stdin-aarch64,ldp_sp,0
weighted+remat+spectral,fixture:stdin-aarch64,stp_sp,0
weighted+remat+spectral,fixture:stdin-aarch64,mov_imm,3334
weighted+remat+spectral,fixture:stdin-aarch64,objects,1
weighted+remat+spectral,fixture:stdin-aarch64,correct,1
weighted+remat+spectral,fixture:stdin-aarch64,run_median_s,0.000755
weighted+remat+spectral,fixture:stdin-aarch64,run_min_s,0.000579
eregalloc-c0,fixture:stdin-aarch64,compile_s,8.392
eregalloc-c0,fixture:stdin-aarch64,obj_bytes,53200
eregalloc-c0,fixture:stdin-aarch64,text_bytes,46040
eregalloc-c0,fixture:stdin-aarch64,insns,11345
eregalloc-c0,fixture:stdin-aarch64,ldr_sp,1967
eregalloc-c0,fixture:stdin-aarch64,str_sp,1866
eregalloc-c0,fixture:stdin-aarch64,ldp_sp,0
eregalloc-c0,fixture:stdin-aarch64,stp_sp,0
eregalloc-c0,fixture:stdin-aarch64,mov_imm,2704
eregalloc-c0,fixture:stdin-aarch64,objects,1
eregalloc-c0,fixture:stdin-aarch64,correct,1
eregalloc-c0,fixture:stdin-aarch64,run_median_s,0.000938
eregalloc-c0,fixture:stdin-aarch64,run_min_s,0.000647
eregalloc-c0+spectral,fixture:stdin-aarch64,compile_s,8.426
eregalloc-c0+spectral,fixture:stdin-aarch64,obj_bytes,52752
eregalloc-c0+spectral,fixture:stdin-aarch64,text_bytes,45588
eregalloc-c0+spectral,fixture:stdin-aarch64,insns,11232
eregalloc-c0+spectral,fixture:stdin-aarch64,ldr_sp,1964
eregalloc-c0+spectral,fixture:stdin-aarch64,str_sp,1807
eregalloc-c0+spectral,fixture:stdin-aarch64,ldp_sp,0
eregalloc-c0+spectral,fixture:stdin-aarch64,stp_sp,0
eregalloc-c0+spectral,fixture:stdin-aarch64,mov_imm,2654
eregalloc-c0+spectral,fixture:stdin-aarch64,objects,1
eregalloc-c0+spectral,fixture:stdin-aarch64,correct,1
eregalloc-c0+spectral,fixture:stdin-aarch64,run_median_s,0.000927
eregalloc-c0+spectral,fixture:stdin-aarch64,run_min_s,0.000606
eregalloc-c2,fixture:stdin-aarch64,compile_s,9.452
eregalloc-c2,fixture:stdin-aarch64,obj_bytes,53152
eregalloc-c2,fixture:stdin-aarch64,text_bytes,45992
eregalloc-c2,fixture:stdin-aarch64,insns,11333
eregalloc-c2,fixture:stdin-aarch64,ldr_sp,1966
eregalloc-c2,fixture:stdin-aarch64,str_sp,1865
eregalloc-c2,fixture:stdin-aarch64,ldp_sp,0
eregalloc-c2,fixture:stdin-aarch64,stp_sp,0
eregalloc-c2,fixture:stdin-aarch64,mov_imm,2699
eregalloc-c2,fixture:stdin-aarch64,objects,1
eregalloc-c2,fixture:stdin-aarch64,correct,1
eregalloc-c2,fixture:stdin-aarch64,run_median_s,0.000932
eregalloc-c2,fixture:stdin-aarch64,run_min_s,0.0007
eregalloc-c2+spectral,fixture:stdin-aarch64,compile_s,9.416
eregalloc-c2+spectral,fixture:stdin-aarch64,obj_bytes,52712
eregalloc-c2+spectral,fixture:stdin-aarch64,text_bytes,45548
eregalloc-c2+spectral,fixture:stdin-aarch64,insns,11222
eregalloc-c2+spectral,fixture:stdin-aarch64,ldr_sp,1963
eregalloc-c2+spectral,fixture:stdin-aarch64,str_sp,1806
eregalloc-c2+spectral,fixture:stdin-aarch64,ldp_sp,0
eregalloc-c2+spectral,fixture:stdin-aarch64,stp_sp,0
eregalloc-c2+spectral,fixture:stdin-aarch64,mov_imm,2650
eregalloc-c2+spectral,fixture:stdin-aarch64,objects,1
eregalloc-c2+spectral,fixture:stdin-aarch64,correct,1
eregalloc-c2+spectral,fixture:stdin-aarch64,run_median_s,0.000773
eregalloc-c2+spectral,fixture:stdin-aarch64,run_min_s,0.000667
baseline,fixture:sudoku-aarch64,compile_s,1.324
baseline,fixture:sudoku-aarch64,obj_bytes,14408
baseline,fixture:sudoku-aarch64,text_bytes,12472
baseline,fixture:sudoku-aarch64,insns,3094
